post_url,channel_url,date_posted,msg_og,time_posted,date_edited,time_edited,views,outlinks,msg_clean
https://t.me/telethonchat/501952,https://t.me/telethonchat,2022-09-05,Hi there! what mean's fake in user entity?,09:54:03,,,0,[],hi there! what mean's fake in user entity?
https://t.me/telethonchat/501951,https://t.me/telethonchat,2022-09-05,Without sleep,09:19:59,,,0,[],without sleep
https://t.me/telethonchat/501950,https://t.me/telethonchat,2022-09-05,translate got enabled for unofficial applications now 😱😱,08:50:35,,,0,[],translate got enabled for unofficial applications now 😱😱
https://t.me/telethonchat/501949,https://t.me/telethonchat,2022-09-05,Idk,08:48:25,,,0,[],idk
https://t.me/telethonchat/501948,https://t.me/telethonchat,2022-09-05,Does Telegram uses Google translate for translating languages?🤔,08:47:14,2022-09-05,08:47:20,0,[],does telegram uses google translate for translating languages?🤔
https://t.me/telethonchat/501947,https://t.me/telethonchat,2022-09-05,Yes,08:46:10,,,0,[],yes
https://t.me/telethonchat/501946,https://t.me/telethonchat,2022-09-05,"👍

not

peer=-100,
        msg_id=304,",08:46:02,,,0,[],"👍<newline><newline>not<newline><newline>peer=-100,<newline> msgid=304,"
https://t.me/telethonchat/501945,https://t.me/telethonchat,2022-09-05,"► EVAL (in 60.857ms)
result = await client(functions.messages.TranslateTextRequest(
        to_lang='en',
        text=""ओके"",
        from_lang='hi'
))
print(result.text) 

 ► OUTPUT: 
Ok",08:44:26,,,0,[],"► eval (in 60.857ms)<newline>result = await client(functions.messages.translatetextrequest(<newline> tolang='en',<newline> text=""ओके"",<newline> fromlang='hi'<newline>))<newline>print(result.text) <newline><newline> ► output: <newline>ok"
https://t.me/telethonchat/501944,https://t.me/telethonchat,2022-09-05,I understand its optional but what is its use,08:43:55,,,0,[],i understand its optional but what is its use
https://t.me/telethonchat/501943,https://t.me/telethonchat,2022-09-05,What does Optional mean?,08:43:20,,,0,[],what does optional mean?
https://t.me/telethonchat/501942,https://t.me/telethonchat,2022-09-05,👍.,08:42:50,,,0,[],👍.
https://t.me/telethonchat/501941,https://t.me/telethonchat,2022-09-05,"result = client(functions.messages.TranslateTextRequest(
        to_lang='some string here',
        peer='username',
        msg_id=42,
     This ->   text='some string here',
        from_lang='some string here'
    ))",08:41:41,,,0,[],"result = client(functions.messages.translatetextrequest(<newline> tolang='some string here',<newline> peer='username',<newline> msgid=42,<newline> this -> text='some string here',<newline> fromlang='some string here'<newline> ))"
https://t.me/telethonchat/501940,https://t.me/telethonchat,2022-09-05,Then what does text= do?,08:41:14,,,0,[],then what does text= do?
https://t.me/telethonchat/501939,https://t.me/telethonchat,2022-09-05,MSG id is there to get text,08:40:23,2022-09-05,08:40:29,0,[],msg id is there to get text
https://t.me/telethonchat/501938,https://t.me/telethonchat,2022-09-05,"in text

# msg_id=42,
AssertionError",07:57:03,,,0,[],"in text<newline><newline># msgid=42,<newline>assertionerror"
https://t.me/telethonchat/501936,https://t.me/telethonchat,2022-09-05,https://t.me/<peerid>/msg_id,07:54:12,,,0,"[""https://t.me/<peerid>/msg_id""]",
https://t.me/telethonchat/501934,https://t.me/telethonchat,2022-09-05,None,07:52:13,,,0,[],none
https://t.me/telethonchat/501933,https://t.me/telethonchat,2022-09-05,"# msg_id=42,
text='test python',


AssertionError: peer, msg_id parameters must all be False-y (like None) or all me True-y",07:51:51,2022-09-05,07:52:07,0,[],"# msgid=42,<newline>text='test python',<newline><newline><newline>assertionerror: peer, msgid parameters must all be false-y (like none) or all me true-y"
https://t.me/telethonchat/501932,https://t.me/telethonchat,2022-09-05,I guess so,07:51:31,,,0,[],i guess so
https://t.me/telethonchat/501931,https://t.me/telethonchat,2022-09-05,You mean a general glitch that currently has no use,07:50:23,,,0,[],you mean a general glitch that currently has no use
https://t.me/telethonchat/501930,https://t.me/telethonchat,2022-09-05,Text variable was ment to be used as a var down there but apparently they forgot,07:49:20,,,0,[],text variable was ment to be used as a var down there but apparently they forgot
https://t.me/telethonchat/501929,https://t.me/telethonchat,2022-09-05,"value ?


text='some string here'",07:49:10,,,0,[],value ?<newline><newline><newline>text='some string here'
https://t.me/telethonchat/501928,https://t.me/telethonchat,2022-09-05,"To lang and from lang, the language codes",07:48:32,,,0,[],"to lang and from lang, the language codes"
https://t.me/telethonchat/501927,https://t.me/telethonchat,2022-09-05,"This works without text

result = client(functions.messages.TranslateTextRequest(
        to_lang='fr',
        peer=-100,
        msg_id=304,
        from_lang='en'
    ))
    print(result.text)


The question was what does text!",07:48:26,,,0,[],"this works without text<newline><newline>result = client(functions.messages.translatetextrequest(<newline> tolang='fr',<newline> peer=-100,<newline> msgid=304,<newline> fromlang='en'<newline> ))<newline> print(result.text)<newline><newline><newline>the question was what does text!"
https://t.me/telethonchat/501926,https://t.me/telethonchat,2022-09-05,"That is not related to Telethon. You may continue the conversation in a different group, such as @offtopica",07:45:26,,,0,[],"that is not related to telethon. you may continue the conversation in a different group, such as @offtopica"
https://t.me/telethonchat/501924,https://t.me/telethonchat,2022-09-05,"The point is, what do I pass to it in the code to see its effect?",07:45:02,,,0,[],"the point is, what do i pass to it in the code to see its effect?"
https://t.me/telethonchat/501923,https://t.me/telethonchat,2022-09-05,"Question:
Do Telegram Official Apps use the public telegram api available to developers? Or some other private apis?",07:44:24,2022-09-05,07:44:56,0,[],question:<newline>do telegram official apps use the public telegram api available to developers? or some other private apis?
https://t.me/telethonchat/501922,https://t.me/telethonchat,2022-09-05,,07:41:47,,,0,[],
https://t.me/telethonchat/501918,https://t.me/telethonchat,2022-09-05,"What does the following line do in the example?

text='some string here'


result = client(functions.messages.TranslateTextRequest(
        to_lang='some string here',
        peer='username',
        msg_id=42,
        text='some string here',
        from_lang='some string here'
    ))",06:37:51,,,0,[],"what does the following line do in the example?<newline><newline>text='some string here'<newline><newline><newline>result = client(functions.messages.translatetextrequest(<newline> tolang='some string here',<newline> peer='username',<newline> msgid=42,<newline> text='some string here',<newline> fromlang='some string here'<newline> ))"
https://t.me/telethonchat/501917,https://t.me/telethonchat,2022-09-05,Documentation for disconnected,05:23:55,,,0,[],documentation for disconnected
https://t.me/telethonchat/501916,https://t.me/telethonchat,2022-09-05,can I connect and drop to a REPL without the client disconnected ? as I'm getting ConnectionError: Cannot send requests while disconnected,05:23:54,,,0,[],can i connect and drop to a repl without the client disconnected ? as i'm getting connectionerror: cannot send requests while disconnected
https://t.me/telethonchat/501915,https://t.me/telethonchat,2022-09-05,"I was precisely referring to that, using the client.send_file() , the thumb parameter must have some specific characteristic so that it is shown in both telegram android and telegram desktop",03:10:05,,,0,[],"i was precisely referring to that, using the client.sendfile() , the thumb parameter must have some specific characteristic so that it is shown in both telegram android and telegram desktop"
https://t.me/telethonchat/501913,https://t.me/telethonchat,2022-09-05,None,03:07:02,,,0,[],none
https://t.me/telethonchat/501912,https://t.me/telethonchat,2022-09-05,Read grp name,03:01:30,,,0,[],read grp name
https://t.me/telethonchat/501911,https://t.me/telethonchat,2022-09-05,Why in Telegram Andorid my thumbnails do not load as in Telegram Desktop?,02:27:03,,,0,[],why in telegram andorid my thumbnails do not load as in telegram desktop?
https://t.me/telethonchat/501909,https://t.me/telethonchat,2022-09-05,None,01:05:11,,,0,[],none
https://t.me/telethonchat/501908,https://t.me/telethonchat,2022-09-04,"so, you can use ""await asyncio.sleep(random.randint(15, 40))""
in any part of run",22:44:30,2022-09-05,11:39:13,0,[],"so, you can use ""await asyncio.sleep(random.randint(15, 40))""<newline>in any part of run"
https://t.me/telethonchat/501907,https://t.me/telethonchat,2022-09-04,"Is there any safe method
I need a method for my project that can be run frequently without spam the api",22:35:49,,,0,[],is there any safe method<newline>i need a method for my project that can be run frequently without spam the api
https://t.me/telethonchat/501905,https://t.me/telethonchat,2022-09-04,None,22:32:26,,,0,[],none
https://t.me/telethonchat/501904,https://t.me/telethonchat,2022-09-04,memorysession is temporary,22:24:36,,,0,[],memorysession is temporary
https://t.me/telethonchat/501903,https://t.me/telethonchat,2022-09-04,Can leads to a account ban?,22:24:31,,,0,[],can leads to a account ban?
https://t.me/telethonchat/501902,https://t.me/telethonchat,2022-09-04,stringsession just slaps the key in a string so it works without files,22:24:31,,,0,[],stringsession just slaps the key in a string so it works without files
https://t.me/telethonchat/501901,https://t.me/telethonchat,2022-09-04,no session means it's generated every time and telegram can ratelimit,22:24:19,,,0,[],no session means it's generated every time and telegram can ratelimit
https://t.me/telethonchat/501900,https://t.me/telethonchat,2022-09-04,session is generated to store vital info like the key used to encrypt and decrypt messages,22:24:04,2022-09-04,22:24:07,0,[],session is generated to store vital info like the key used to encrypt and decrypt messages
https://t.me/telethonchat/501899,https://t.me/telethonchat,2022-09-04,"Wait, bot token doesn't generates string session...

Lmao...",22:23:19,,,0,[],"wait, bot token doesn't generates string session...<newline><newline>lmao..."
https://t.me/telethonchat/501898,https://t.me/telethonchat,2022-09-04,"Ah, thank you!",22:20:00,,,0,[],"ah, thank you!"
https://t.me/telethonchat/501897,https://t.me/telethonchat,2022-09-04,no,22:19:20,,,0,[],no
https://t.me/telethonchat/501896,https://t.me/telethonchat,2022-09-04,Do string session makes .session file after passing a string session?,22:19:10,,,0,[],do string session makes .session file after passing a string session?
https://t.me/telethonchat/501895,https://t.me/telethonchat,2022-09-04,"this is more like a protocol-wide limit, akin to the -429. can't really communicate with telegram at all without authkey. it then doesn't matter who logs in",22:15:18,,,0,[],"this is more like a protocol-wide limit, akin to the -429. can't really communicate with telegram at all without authkey. it then doesn't matter who logs in"
https://t.me/telethonchat/501894,https://t.me/telethonchat,2022-09-04,I didnt know bots were limited like that too,22:01:19,,,0,[],i didnt know bots were limited like that too
https://t.me/telethonchat/501893,https://t.me/telethonchat,2022-09-04,StringSession has no file required and will reuse the same authkey,22:00:53,,,0,[],stringsession has no file required and will reuse the same authkey
https://t.me/telethonchat/501892,https://t.me/telethonchat,2022-09-04,o,22:00:13,,,0,[],o
https://t.me/telethonchat/501891,https://t.me/telethonchat,2022-09-04,that's also ratelimited,22:00:13,,,0,[],that's also ratelimited
https://t.me/telethonchat/501890,https://t.me/telethonchat,2022-09-04,well yeah but it'd be better if it didn't have to regenerate the authkey every single time,22:00:05,,,0,[],well yeah but it'd be better if it didn't have to regenerate the authkey every single time
https://t.me/telethonchat/501889,https://t.me/telethonchat,2022-09-04,"you can use a memory session:

https://docs.telethon.dev/en/stable/concepts/sessions.html#different-session-storage

https://docs.telethon.dev/en/stable/modules/sessions.html#telethon.sessions.memory.MemorySession",21:57:01,,,0,"[""https://docs.telethon.dev/en/stable/concepts/sessions.html#different-session-storage"", ""https://docs.telethon.dev/en/stable/modules/sessions.html#telethon.sessions.memory.MemorySession""]",you can use a memory session:
https://t.me/telethonchat/501888,https://t.me/telethonchat,2022-09-04,they said as a bot so its just a token,21:55:40,,,0,[],they said as a bot so its just a token
https://t.me/telethonchat/501887,https://t.me/telethonchat,2022-09-04,preferably you would keep that session file but you can use StringSession; see the docs,21:53:27,,,0,[],preferably you would keep that session file but you can use stringsession; see the docs
https://t.me/telethonchat/501886,https://t.me/telethonchat,2022-09-04,"Can we login as a bot without creating session file?

I mean, after logging up as bot by bot token it generates a session file automatically (if hasn't available).

I want to stop that for some issues, is that possible?",21:26:42,,,0,[],"can we login as a bot without creating session file?<newline><newline>i mean, after logging up as bot by bot token it generates a session file automatically (if hasn't available).<newline><newline>i want to stop that for some issues, is that possible?"
https://t.me/telethonchat/501884,https://t.me/telethonchat,2022-09-04,None,21:07:07,,,0,[],none
https://t.me/telethonchat/501883,https://t.me/telethonchat,2022-09-04,"Anyone ever encountered this error ""RPCError 403: PREMIUM_ACCOUNT_REQUIRED (caused by SendMediaRequest)""",20:59:26,,,0,[],"anyone ever encountered this error ""rpcerror 403: premiumaccountrequired (caused by sendmediarequest)"""
https://t.me/telethonchat/501882,https://t.me/telethonchat,2022-09-04,"That is not related to Telethon. You may continue the conversation in a different group, such as @offtopica",20:42:16,,,0,[],"that is not related to telethon. you may continue the conversation in a different group, such as @offtopica"
https://t.me/telethonchat/501880,https://t.me/telethonchat,2022-09-04,How do i fix it?,20:41:28,,,0,[],how do i fix it?
https://t.me/telethonchat/501879,https://t.me/telethonchat,2022-09-04,Thanks,20:41:08,,,0,[],thanks
https://t.me/telethonchat/501878,https://t.me/telethonchat,2022-09-04,@telethonrussian,20:40:34,,,0,[],@telethonrussian
https://t.me/telethonchat/501877,https://t.me/telethonchat,2022-09-04,Please give a link to Russian telethon chat,20:39:15,,,0,[],please give a link to russian telethon chat
https://t.me/telethonchat/501874,https://t.me/telethonchat,2022-09-04,None,20:37:35,,,0,[],none
https://t.me/telethonchat/501873,https://t.me/telethonchat,2022-09-04,"via url, telegram will access the file directly (telethon doesn't download+upload)",20:28:56,,,0,[],"via url, telegram will access the file directly (telethon doesn't download+upload)"
https://t.me/telethonchat/501872,https://t.me/telethonchat,2022-09-04,bad disk or temporary failure,20:28:09,,,0,[],bad disk or temporary failure
https://t.me/telethonchat/501870,https://t.me/telethonchat,2022-09-04,"Error executing high-level request after reconnect: <class 'sqlite3.OperationalError'>: disk I/O error



Why so?",20:14:04,,,0,[],error executing high-level request after reconnect: <class 'sqlite3.operationalerror'>: disk i/o error<newline><newline><newline><newline>why so?
https://t.me/telethonchat/501869,https://t.me/telethonchat,2022-09-04,In what cases does this happen? Is there a way to overcome this?,20:09:45,,,0,[],in what cases does this happen? is there a way to overcome this?
https://t.me/telethonchat/501868,https://t.me/telethonchat,2022-09-04,yes,19:19:34,,,0,[],yes
https://t.me/telethonchat/501866,https://t.me/telethonchat,2022-09-04,None,19:12:02,,,0,[],none
https://t.me/telethonchat/501864,https://t.me/telethonchat,2022-09-04,None,19:10:12,,,0,[],none
https://t.me/telethonchat/501862,https://t.me/telethonchat,2022-09-04,None,19:00:47,,,0,[],none
https://t.me/telethonchat/501861,https://t.me/telethonchat,2022-09-04,Can i detect premium users with pip3 install -U telethon version?,18:58:55,,,0,[],can i detect premium users with pip3 install -u telethon version?
https://t.me/telethonchat/501860,https://t.me/telethonchat,2022-09-04,there's a section in the docs explaining the things you can do,18:36:41,,,0,[],there's a section in the docs explaining the things you can do
https://t.me/telethonchat/501857,https://t.me/telethonchat,2022-09-04,thx,18:20:29,,,0,[],thx
https://t.me/telethonchat/501856,https://t.me/telethonchat,2022-09-04,TL Reference for GetFullChannelRequest,18:20:00,,,0,[],tl reference for getfullchannelrequest
https://t.me/telethonchat/501854,https://t.me/telethonchat,2022-09-04,I mean group which connected to the channel for comments,18:19:27,,,0,[],i mean group which connected to the channel for comments
https://t.me/telethonchat/501853,https://t.me/telethonchat,2022-09-04,Hi everyone. Is it possible to get channel`s group?,18:19:05,,,0,[],hi everyone. is it possible to get channel`s group?
https://t.me/telethonchat/501852,https://t.me/telethonchat,2022-09-04,Sorry my fix did not work. Let's wait for others response,18:13:29,,,0,[],sorry my fix did not work. let's wait for others response
https://t.me/telethonchat/501851,https://t.me/telethonchat,2022-09-04,don't work :(,18:12:33,,,0,[],don't work :(
https://t.me/telethonchat/501849,https://t.me/telethonchat,2022-09-04,None,18:06:58,,,0,[],none
https://t.me/telethonchat/501848,https://t.me/telethonchat,2022-09-04,ok tnx,18:02:57,,,0,[],ok tnx
https://t.me/telethonchat/501847,https://t.me/telethonchat,2022-09-04,Documentation for forward_messages,18:02:09,,,0,[],documentation for forwardmessages
https://t.me/telethonchat/501846,https://t.me/telethonchat,2022-09-04,send_message then forward_message true?,18:02:09,,,0,[],sendmessage then forwardmessage true?
https://t.me/telethonchat/501845,https://t.me/telethonchat,2022-09-04,"For example, if account and user are in the same chat, you may try to get all participants. This way, this user will be met and cached",18:01:58,,,0,[],"for example, if account and user are in the same chat, you may try to get all participants. this way, this user will be met and cached"
https://t.me/telethonchat/501844,https://t.me/telethonchat,2022-09-04,What should be done to start this meeting with this user?,18:00:52,,,0,[],what should be done to start this meeting with this user?
https://t.me/telethonchat/501842,https://t.me/telethonchat,2022-09-04,Make sure your account has already met that user via dialog or being in the same chat,17:58:37,,,0,[],make sure your account has already met that user via dialog or being in the same chat
https://t.me/telethonchat/501841,https://t.me/telethonchat,2022-09-04,"Could not find the input entity for PeerUser(user_id=162000784) (PeerUser). Please read ... 
what's the problem my code?",17:57:36,,,0,[],could not find the input entity for peeruser(userid=162000784) (peeruser). please read ... <newline>what's the problem my code?
https://t.me/telethonchat/501839,https://t.me/telethonchat,2022-09-04,None,17:57:02,,,0,[],none
https://t.me/telethonchat/501837,https://t.me/telethonchat,2022-09-04,None,17:56:42,,,0,[],none
https://t.me/telethonchat/501835,https://t.me/telethonchat,2022-09-04,None,17:55:20,,,0,[],none
